company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
A & L Environmental LLC,Chicago,IL,"	60619",CMS,MBE,African American,Female,"90924	Building Construction, Commercial and Institutional	; 91039	Janitorial and Custodial Services	; 91444	Flooring	; 92678	Remediation Services, Environmental, Including Rehabilitation Services Hazardous Waste and Mold Remediation	; 96102	Administrative Services, All Kinds	; 98852	Landscaping, Including Design, Fertilizing, Planting, etc., Not Grounds Maintenance or Tree Trimming Services",A & L Environmental LLC,Chicago,IL,60619,Chicago,MBE,African American,"236220 - Addition, Alteration and Renovation, For-sale Builders, Commercial and Institutional Building; 238330 - Floor Laying, Scraping, Finishing, and Refinishing; 561720 - Cleaning Homes; 561730 - Landscaping Services; 561990 - Flagging (i.e., traffic control) Services; 562910 - Remediation Services: Asbestos Abatement Services; Lead Paint Abatement Services; Mold Remediation Services  ; ",A & L Environmental LLC,Chicago,IL,60619,Chicago,MBE,"236220 - Addition, Alteration and Renovation, For-sale Builders, Commercial and Institutional Building; 238330 - Floor Laying, Scraping, Finishing, and Refinishing; 561720 - Cleaning Homes; 561730 - Landscaping Services; 561990 - Flagging (i.e., traffic control) Services; 562910 - Remediation Services: Asbestos Abatement Services; Lead Paint Abatement Services; Mold Remediation Services  ; "
"A & O Enterprises, Inc.",Chicago,IL,"	60608",CMS,MBE,Hispanic,Male,"NIGP	91843	Environmental Consulting	; NIGP	92678	Remediation Services, Environmental, Including Rehabilitation Services Hazardous Waste and Mold Remediation	","A & O Enterprises, Inc.",Chicago,IL,60608,Chicago,MBE,Hispanic/Latino,541690 - Safety consulting services;                (Specializes in safety training including OSHA10 training); 541620 - Environmental consulting services;                (Specializes in environmental training including Asbestos and Lead training); ; ,"A & O Enterprises, Inc.",Chicago,IL,60608,Chicago,MBE,541690 - Safety consulting services;                (Specializes in safety training including OSHA10 training); 541620 - Environmental consulting services;                (Specializes in environmental training including Asbestos and Lead training); ; 
"A and C Electric Company, Inc.",Arlington Heights,IL,"	60005",CMS,MBE,Hispanic,Male,Wiring and Other Electrical Maintenance and Repair Services,"A and C Electric Company, Inc.",Arlington Heights,IL,60005,Chicago,MBE,Hispanic/Latino,"NAICS 238210	Cable splicing, electrical or fiber optic; NAICS 238210	Electric contracting; NAICS 238210	Electric power control panel and outlet installation; NAICS 238210	Electrical contractors; NAICS 238210	Electrical equipment and appliance installation; NAICS 238210	Electrical wiring contractors; NAICS 238210	Electrical work; NAICS 238210	Electrician, electrical wiring, and low voltage electrical work; NAICS 238210	Electrician; NAICS 238210	Electronic control installation and service; NAICS 238210	Electronic control system installation; NAICS 238210	Lighting system installation; NAICS 238210	Low voltage electrical work","A and C Electric Company, Inc.",Arlington Heights,IL,60005,Chicago,MBE,"NAICS 238210	Cable splicing, electrical or fiber optic; NAICS 238210	Electric contracting; NAICS 238210	Electric power control panel and outlet installation; NAICS 238210	Electrical contractors; NAICS 238210	Electrical equipment and appliance installation; NAICS 238210	Electrical wiring contractors; NAICS 238210	Electrical work; NAICS 238210	Electrician, electrical wiring, and low voltage electrical work; NAICS 238210	Electrician; NAICS 238210	Electronic control installation and service; NAICS 238210	Electronic control system installation; NAICS 238210	Lighting system installation; NAICS 238210	Low voltage electrical work"
"A B Petroleum Services, Inc.",Crystal Lake,IL,"	60014",CMS,WBE,Caucasian,Female,"40500	FUEL, OIL, GREASE AND LUBRICANTS","A B Petroleum Services, Inc.",Crystal Lake,IL,60014,Cook County,WBE,Caucasian,Transportation,"A B Petroleum Services, Inc.",Crystal Lake,IL,60014,Cook County,WBE,Transportation
"A Perfect Sign, Inc.",Chicago,IL,"	60660",CMS,WMBE,African American,Female,"90640	Graphic Design, Architectural Services","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,WBE,African-American (Black),"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,MBE,"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding"
"A Perfect Sign, Inc.",Chicago,IL,"	60660",CMS,WMBE,African American,Female,"90640	Graphic Design, Architectural Services","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,MBE,African-American (Black),"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,MBE,"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding"
"A Perfect Sign, Inc.",Chicago,IL,"	60660",CMS,WMBE,African American,Female,"90640	Graphic Design, Architectural Services","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,WBE,African-American (Black),"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,WBE,"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding"
"A Perfect Sign, Inc.",Chicago,IL,"	60660",CMS,WMBE,African American,Female,"90640	Graphic Design, Architectural Services","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,MBE,African-American (Black),"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding","A Perfect Sign, Inc.",Chicago,IL,60660,Cook County,WBE,"Professional Service:  Architectural Graphic Design Services, Wayfinding and Branding"
"A Secure Foundation, LLC",Matteson,IL,"	60443",CMS,WMBE,African American,Female,"NIGP	92435	In-Service Training, Employees	; NIGP	94886	Therapy and Rehabilitation Services	; NIGP	95237	Emergency Shelter Services	; NIGP	95240	Elderly Assistance Services	; NIGP	95243	Family and Social Services, Including Shopping and Buying Services	; NIGP	95262	Mental Health Services: Vocational, Residential, etc.	; ","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,WBE,African-American (Black),"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,MBE,"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health"
"A Secure Foundation, LLC",Matteson,IL,"	60443",CMS,WMBE,African American,Female,"NIGP	92435	In-Service Training, Employees	; NIGP	94886	Therapy and Rehabilitation Services	; NIGP	95237	Emergency Shelter Services	; NIGP	95240	Elderly Assistance Services	; NIGP	95243	Family and Social Services, Including Shopping and Buying Services	; NIGP	95262	Mental Health Services: Vocational, Residential, etc.	; ","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,MBE,African-American (Black),"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,MBE,"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health"
"A Secure Foundation, LLC",Matteson,IL,"	60443",CMS,WMBE,African American,Female,"NIGP	92435	In-Service Training, Employees	; NIGP	94886	Therapy and Rehabilitation Services	; NIGP	95237	Emergency Shelter Services	; NIGP	95240	Elderly Assistance Services	; NIGP	95243	Family and Social Services, Including Shopping and Buying Services	; NIGP	95262	Mental Health Services: Vocational, Residential, etc.	; ","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,WBE,African-American (Black),"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,WBE,"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health"
"A Secure Foundation, LLC",Matteson,IL,"	60443",CMS,WMBE,African American,Female,"NIGP	92435	In-Service Training, Employees	; NIGP	94886	Therapy and Rehabilitation Services	; NIGP	95237	Emergency Shelter Services	; NIGP	95240	Elderly Assistance Services	; NIGP	95243	Family and Social Services, Including Shopping and Buying Services	; NIGP	95262	Mental Health Services: Vocational, Residential, etc.	; ","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,MBE,African-American (Black),"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health","A Secure Foundation, LLC",Matteson,IL,60443,Cook County,WBE,"Professional Service:  Social Services; Faith-Based Community Outreach Development including Workforce Development, Emergency Management and Public Health"
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,MBE,Hispanic,Male,"NIGP	90924	Building Construction, Commercial and Institutional	; NIGP	91438	Electrical","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,SDVOSB,Hispanic,Male,"Building Construction, Commercial and Institutional; Construction, Power Lines, Including Installation, Maintenance and Repair Services; Electrical Contracting; ","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,MBE,Hispanic,Male,"NIGP	90924	Building Construction, Commercial and Institutional	; NIGP	91438	Electrical","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,SDVOSB,Hispanic,Male,"Building Construction, Commercial and Institutional; Construction, Power Lines, Including Installation, Maintenance and Repair Services; Electrical Contracting; ","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,MBE,Hispanic,Male,"NIGP	90924	Building Construction, Commercial and Institutional	; NIGP	91438	Electrical","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,SDVOSB,Hispanic,Male,"Building Construction, Commercial and Institutional; Construction, Power Lines, Including Installation, Maintenance and Repair Services; Electrical Contracting; ","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,MBE,Hispanic,Male,"NIGP	90924	Building Construction, Commercial and Institutional	; NIGP	91438	Electrical","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
"A VET Communications, Inc.",Midlothian,IL,"	60445",CMS,SDVOSB,Hispanic,Male,"Building Construction, Commercial and Institutional; Construction, Power Lines, Including Installation, Maintenance and Repair Services; Electrical Contracting; ","A VET Communications, Inc.",Midlothian,IL,60445,Chicago,MBE,Hispanic/Latino,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors,"A VET Communications, Inc.",Midlothian,IL,60445,Chicago,VBE,236220 Commercial and Institutional Building Construction ; 238210 Electrical Contractors and Other Wiring Installation Contractors
A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,"	60010",CMS,WMBE,Asian American,Female,"NIGP	91427	Carpentry",A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,WBE,Asian American,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors,A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,MBE,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors
A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,"	60010",CMS,WMBE,Asian American,Female,"NIGP	91427	Carpentry",A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,MBE,Asian American,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors,A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,MBE,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors
A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,"	60010",CMS,WMBE,Asian American,Female,"NIGP	91427	Carpentry",A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,WBE,Asian American,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors,A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,WBE,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors
A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,"	60010",CMS,WMBE,Asian American,Female,"NIGP	91427	Carpentry",A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,MBE,Asian American,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors,A WMBE CARPENTRY CONTRACTORS,Hoffman Estates,IL,60010,Chicago,WBE,NAICS 238130 Framing Contractors ; NAICS 238350 Finish Carpentry Contractors
"A&R Janitorial Service, Inc.",Westchester,IL,"	60154",CMS,WMBE,Hispanic,Female,Janitorial/Custodial Services,"A&R Janitorial Service, Inc.",Westchester,IL,60154,Chicago,WBE,Hispanic/Latino,"NAICS	561720	Janitorial services","A&R Janitorial Service, Inc.",Westchester,IL,60154,Chicago,MBE,"NAICS	561720	Janitorial services"
