"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"Industrial Fence, Inc.","Chicago","IL",60623,"Cook County","VBE","Hispanic American","237310 - Bridge construction; 237310 - Construction management, highway, road, street and bridge; 237310 - Guardrail construction; 237310 - Highway, Street, and Bridge Construction; 238190 - Ornamental metal work installation; 238210 - Low voltage electrical work; 238990 - Chain link fence installation; 238990 - All Other Specialty Trade Contractors; 332323 - Architectural metalwork manufacturing; 332323 - Fences and gates (except wire), metal, manufacturing; 332323 - Gates, metal (except wire), manufacturing; 332323 - Ornamental metalwork manufacturing; 332323 - Pipe railings, metal, manufacturing; 332323 - Railings, metal, manufacturing; 332323 - Wrought iron fences manufacturing; 332618 - Chain link fencing and fence gates made from purchased wire; 332618 - Fencing and fence gates made from purchased wire; 423390 - Architectural metalwork merchant wholesalers; 423390 - Fencing (except wood) merchant wholesalers; 423390 - Fencing and fencing accessories, wire, merchant wholesalers; 423390 - Ornamental ironwork merchant wholesalers"
"Industrial Fence, Inc.","Chicago","IL",60623,"Cook County","MBE","Hispanic American","237310 - Bridge construction; 237310 - Construction management, highway, road, street and bridge; 237310 - Guardrail construction; 237310 - Highway, Street, and Bridge Construction; 238190 - Ornamental metal work installation; 238210 - Low voltage electrical work; 238990 - Chain link fence installation; 238990 - All Other Specialty Trade Contractors; 332323 - Architectural metalwork manufacturing; 332323 - Fences and gates (except wire), metal, manufacturing; 332323 - Gates, metal (except wire), manufacturing; 332323 - Ornamental metalwork manufacturing; 332323 - Pipe railings, metal, manufacturing; 332323 - Railings, metal, manufacturing; 332323 - Wrought iron fences manufacturing; 332618 - Chain link fencing and fence gates made from purchased wire; 332618 - Fencing and fence gates made from purchased wire; 423390 - Architectural metalwork merchant wholesalers; 423390 - Fencing (except wood) merchant wholesalers; 423390 - Fencing and fencing accessories, wire, merchant wholesalers; 423390 - Ornamental ironwork merchant wholesalers"
"INDUSTRIAL GLASS & MIRROR, LTD.","CHICAGO","IL",60646,"Chicago","WBE","Caucasian","238150 - Curtain wall, glass, installation; 238150 - Decorative glass and mirror installation; 238150 - Glass installation (except automotive) contractors; 238150 - Glazing contractors; 238150 - Mirror installation; 238150 - Stained glass installation"
"Infinite Systems Support, Inc.","St. Charles","IL",60175,"Chicago","MBE","African American","518210 - Electronic data processing services; 519190 - News clipping services; 541511 - Computer software programming services, custom; 541512 - Computer systems integration design consulting services; 541519 - Other Computer Related Services"
"Infinite Systems Support, Inc.","St. Charles","IL",60175,"Chicago","MBE","African American","518210 - Electronic data processing services; 519190 - News clipping services; 541511 - Computer software programming services, custom; 541512 - Computer systems integration design consulting services; 541519 - Other Computer Related Services"
"INFOSPECTRA LLC","Carpentersville","IL",60110,"Chicago","WBE","Asian American","541511 - Applications software programming services, custom computer"
"INFOSPECTRA LLC","Carpentersville","IL",60110,"Chicago","MBE","Asian American","541511 - Applications software programming services, custom computer"
"INFOSPECTRA LLC","Carpentersville","IL",60110,"Chicago","WBE","Asian American","541511 - Applications software programming services, custom computer"
"INFOSPECTRA LLC","Carpentersville","IL",60110,"Chicago","MBE","Asian American","541511 - Applications software programming services, custom computer"
"Infrastructure Engineering, Inc.","Chicago","IL",60606,"Cook County","MBE","African-American (Black)","237 - Heavy and Civil Engineering Construction; 54133 - Engineering Services; 541330 - Construction engineering services; 541330 - Engineering consulting services; 541330 - Engineering services"
"Ingram Security and Detective Services, LLC","Chicago","IL",60612,"Cook County","MBE","African-American (Black)","5616 - Investigation and Security Services; 561611 - Detective agencies; 561611 - Fingerprint services; 561611 - Investigators, private; 561611 - Private detective services; 561611 - Private investigation services (except credit); 561611 - Investigation Services"
"Inline Designs, Inc","Chicago","IL",60649,"Chicago","MBE","African American","423210 - Hotel furniture merchant wholesalers; 423210 - Office furniture merchant wholesalers; 423210 - Outdoor furniture merchant wholesalers; 423210 - Public building furniture merchant wholesalers; 423210 - School furniture merchant wholesalers; 423210 - Theater seats merchant wholesalers; 423220 - Carpet merchant wholesalers"
"Inline Designs, Inc","Chicago","IL",60649,"Chicago","MBE","African American","423210 - Hotel furniture merchant wholesalers; 423210 - Office furniture merchant wholesalers; 423210 - Outdoor furniture merchant wholesalers; 423210 - Public building furniture merchant wholesalers; 423210 - School furniture merchant wholesalers; 423210 - Theater seats merchant wholesalers; 423220 - Carpet merchant wholesalers"
"Inner Vision International, Inc.","Chicago","IL",60653,"Chicago","MBE","African American","611430 - Professional development training; 611710 - Educational consultants; 624190 - Self-help organizations (except for disabled persons, the elderly, persons diagnosed with intellectual and developmental disabilities); 711510 - Motivational speakers, independent"
"Inner-City Underwriting Agency, Inc.","Chicago","IL",60616,"Chicago","MBE","African American","524210 - Insurance Agencies and Brokerages"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","VBE","Asian American","541330 - Engineering design services"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","MBE","Asian American","541330 - Engineering design services"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","VBE","Asian American","541330 - Engineering design services"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","MBE","Asian American","541330 - Engineering design services"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","VBE","Asian American","541330 - Engineering design services"
"Innleadair, LLC","Rolling Meadows","IL",60008,"Chicago","MBE","Asian American","541330 - Engineering design services"
"INNOVATED FLOORING, INC","CHICAGO","IL",60644,"Chicago","MBE","African American","238310 - Drywall and Insulation Contractors; 238330 - Carpet, installation only; 238330 - Hardwood flooring, installation only; 238340 - Stone flooring installation"
"Innovative Systems Group, Inc.","Glen Ellyn","IL",60137,"Chicago","MBE","Asian American","541511 - Custom Computer Programming Services"
"Innovative Werks, Inc.","Naperville","IL",60563,"Chicago","MBE","African American","541511 - Custom Computer Programming Services"
"Inside Chicago Walking Tours","Chicago","IL",60626,"Chicago","WBE","Caucasian","561520 - Tour Operators"
"Insight Securities Inc.","Highland Park","IL",60015,"Chicago","MBE","Hispanic/Latino","523120 - Securities Brokerage"
"Insite Managed Services, Llc","Warrenville","IL",60555,"Chicago","WBE","Caucasian","488999 - All Other Support Activities for Transportation; 517919 - All Other Telecommunications; 561210 - Facilities (except computer operation) support services; 561790 - Other Services to Buildings and Dwellings; 561990 - All Other Support Services; 562111 - Solid Waste Collection; 562119 - Other Waste Collection; 562920 - Materials recovery facilities (MRF)"
"Inspired Interiors, Inc.","Chicago","IL",60654,"Chicago","WBE","Caucasian","541410 - Decorating consulting services, interior; 541410 - Interior decorating consultant services; 541410 - Interior design consulting services; 541410 - Interior design services; 541410 - Interior designer services"
"Inspired Interiors, Inc.","Chicago","IL",60654,"Chicago","WBE","Caucasian","541410 - Decorating consulting services, interior; 541410 - Interior decorating consultant services; 541410 - Interior design consulting services; 541410 - Interior design services; 541410 - Interior designer services"
"Instant Technology, LLC","Chicago","IL",60601,"Chicago","WBE","Caucasian","541511 - Custom Computer Programming Services; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services; 561312 - Executive search consulting services; 561320 - Temporary help services"
"Institute Of Health And Human Performance, Corporation","Chicago","IL",60642,"Chicago","MBE","Native American","541612 - Human resource consulting services"
"Insurers Review Services, Inc.","Chicago","IL",60601,"Chicago","MBE","African American","524210 - Insurance brokerages"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","WBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","MBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","WBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","MBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","WBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Demolition Service LLC","Willow Springs","IL",60480,"Chicago","MBE","Hispanic/Latino","238290 - Dismantling large-scale machinery and equipment; 238910 - Demolition contractor; 238910 - Dismantling engineering structures (e.g., oil storage tank)"
"Integrated Lighting Technologies, Inc.","Bolingbrook","IL",60490,"Cook County","MBE","African-American (Black)","423610 - Lighting fixtures, electric, merchant wholesalers; 423990 - Other Miscellaneous Durable Goods Merchant Wholesalers; 444190 - Electrical supply stores; 541620 - Environmental consulting services; 541690 - Other Scientific and Technical Consulting Services; 562998 - All Other Miscellaneous Waste Management Services"
